rainfall_rate,cumulative_rainfall_24h,soil_moisture,slope_angle,vibration_frequency,pore_water_pressure,temperature,risk_score,risk_class,risk_label
110.59,227.73,86.93,57.38,2.26,66.94,9.4,100.0,3,Critical
1.18,1.59,42.48,31.92,0.13,10.16,28.31,0.0,0,Safe
66.19,196.53,77.91,35.73,1.95,44.02,16.39,64.0,2,Warning
34.04,105.07,53.56,37.39,0.36,29.71,16.24,28.1,0,Safe
2.88,0.12,19.09,26.75,0.45,6.15,26.25,0.1,0,Safe
85.9,234.95,87.96,38.89,4.55,61.95,13.38,88.8,3,Critical
0.24,5.11,36.87,35.39,0.49,3.79,25.87,3.5,0,Safe
15.37,116.16,62.77,21.69,0.99,18.75,17.94,11.2,0,Safe
25.17,46.63,56.78,30.78,0.91,22.01,20.49,18.9,0,Safe
29.4,77.19,61.78,26.34,1.2,26.63,18.19,25.6,0,Safe
67.6,330.35,97.75,51.73,2.04,84.29,16.06,100.0,3,Critical
24.38,66.12,59.33,23.98,1.02,28.84,13.31,13.0,0,Safe
13.99,62.08,61.86,35.01,0.61,31.29,23.57,18.3,0,Safe
33.63,106.49,66.54,42.92,1.12,30.83,23.06,36.6,1,Watch
3.75,0.1,40.35,36.09,0.4,13.85,26.37,0.3,0,Safe
12.73,24.05,33.92,26.38,0.52,5.11,28.14,5.0,0,Safe
0.86,21.4,17.99,21.85,0.1,7.79,17.07,6.5,0,Safe
0.56,12.03,41.75,32.46,0.19,14.45,24.1,3.7,0,Safe
1.12,20.31,20.0,19.01,0.41,6.33,20.91,3.8,0,Safe
14.42,66.24,46.94,34.73,0.55,27.38,15.25,18.6,0,Safe
23.6,63.14,72.93,40.4,0.82,39.39,19.23,32.0,1,Watch
120.19,118.18,65.85,36.97,1.27,46.07,10.26,53.9,1,Watch
1.47,13.18,30.58,36.62,0.34,5.36,23.01,0.0,0,Safe
2.95,22.58,37.1,26.23,0.45,6.16,22.88,3.6,0,Safe
22.48,111.21,79.93,39.47,1.7,50.55,11.74,46.2,1,Watch
0.79,5.54,59.77,28.44,0.32,14.18,23.83,7.8,0,Safe
35.82,163.07,79.07,36.09,1.89,49.44,11.8,55.7,1,Watch
30.03,66.13,58.12,24.8,0.42,47.35,18.86,25.0,0,Safe
0.95,9.4,38.01,39.73,0.11,8.97,23.95,0.0,0,Safe
2.45,16.39,38.52,20.61,0.16,6.14,24.75,4.7,0,Safe
18.43,74.51,59.6,23.52,0.82,27.37,16.82,12.1,0,Safe
37.54,187.83,78.3,28.02,1.32,45.16,16.25,43.0,1,Watch
43.25,41.12,64.5,19.22,0.86,23.91,18.15,10.3,0,Safe
12.39,31.57,58.41,33.36,0.64,36.27,15.49,17.5,0,Safe
6.71,7.74,30.82,33.62,0.15,9.66,18.16,3.4,0,Safe
1.1,19.36,38.64,18.21,0.56,13.44,24.6,0.0,0,Safe
27.52,52.27,77.57,37.55,0.7,23.99,20.02,17.1,0,Safe
30.52,197.09,82.22,35.13,1.17,42.04,15.59,39.8,1,Watch
23.11,47.35,61.58,31.26,1.17,35.62,24.33,24.4,0,Safe
120.54,351.92,96.73,54.24,3.25,67.83,9.83,100.0,3,Critical
87.08,276.71,96.62,42.65,2.5,66.17,12.19,91.2,3,Critical
19.16,33.25,70.38,37.56,0.32,13.0,21.69,13.5,0,Safe
38.5,62.01,69.57,35.98,0.67,33.25,19.59,25.0,0,Safe
2.25,22.46,31.8,19.3,0.32,8.84,24.06,3.8,0,Safe
12.87,58.23,68.22,41.05,1.02,33.97,14.31,29.1,0,Safe
31.69,37.53,46.55,35.3,1.01,31.49,22.23,25.7,0,Safe
120.16,326.01,91.48,51.81,3.45,69.77,9.87,100.0,3,Critical
75.62,216.94,91.3,38.39,1.95,45.49,15.31,74.3,2,Warning
43.77,70.01,61.61,29.02,0.75,20.41,19.86,16.9,0,Safe
21.71,192.44,78.88,30.13,1.18,37.83,14.33,26.3,0,Safe
30.42,112.55,72.99,32.16,1.11,62.67,18.97,42.3,1,Watch
23.68,60.28,68.53,22.87,0.7,23.6,16.75,9.1,0,Safe
39.33,128.69,74.64,26.53,1.46,40.68,15.77,34.2,1,Watch
84.73,283.34,88.29,52.35,2.28,59.35,13.21,100.0,3,Critical
2.57,7.6,14.06,35.83,0.45,9.18,21.34,0.0,0,Safe
56.99,162.12,86.55,48.11,1.58,41.01,19.91,69.1,2,Warning
23.07,162.15,70.4,34.54,1.22,37.75,16.68,34.2,1,Watch
7.41,4.25,22.86,31.38,0.45,17.15,21.28,1.1,0,Safe
25.94,136.81,68.54,41.35,1.14,52.12,17.44,48.7,1,Watch
12.79,70.27,62.48,31.21,0.82,19.71,19.15,17.1,0,Safe
2.63,24.07,38.82,33.03,0.17,5.07,15.58,2.3,0,Safe
2.03,0.4,20.33,26.74,0.55,10.68,28.36,1.4,0,Safe
63.38,247.86,93.82,39.47,2.84,52.65,12.48,74.2,2,Warning
72.61,151.68,86.17,47.73,0.98,42.26,15.61,70.6,2,Warning
5.31,22.54,29.26,27.84,0.36,3.21,25.72,0.0,0,Safe
33.56,195.53,76.25,52.43,1.62,44.28,19.23,65.8,2,Warning
36.29,149.25,81.25,40.32,1.32,50.99,20.05,48.5,1,Watch
26.59,55.65,52.53,35.47,1.01,24.54,22.26,23.4,0,Safe
9.98,88.73,79.18,38.12,1.18,29.38,19.12,25.0,0,Safe
1.42,16.54,36.11,32.22,0.42,18.37,24.02,2.4,0,Safe
1.03,8.35,27.62,43.19,0.38,5.74,26.65,2.1,0,Safe
3.63,13.85,27.71,27.0,0.32,6.85,24.79,0.0,0,Safe
0.04,16.66,53.05,33.51,0.57,17.01,27.41,1.7,0,Safe
7.23,58.35,57.62,35.33,0.37,39.41,27.47,25.9,0,Safe
3.1,42.58,61.62,24.69,1.15,35.79,21.69,12.8,0,Safe
15.33,149.44,71.52,33.29,1.32,38.63,12.98,32.0,1,Watch
87.67,179.19,77.5,41.34,1.16,42.0,16.89,56.7,1,Watch
1.2,5.29,39.83,47.24,0.16,3.75,27.74,0.0,0,Safe
32.41,66.96,59.2,28.32,0.58,30.26,17.5,21.3,0,Safe
45.75,128.74,86.17,46.73,1.14,48.77,15.62,57.5,1,Watch
95.28,324.82,89.44,41.6,1.89,86.84,18.03,94.3,3,Critical
0.64,22.75,44.34,24.83,0.24,18.12,14.19,6.0,0,Safe
109.96,234.82,91.42,41.53,4.72,68.73,11.57,100.0,3,Critical
124.33,328.56,89.84,40.65,3.41,61.56,19.89,85.4,3,Critical
2.96,8.88,27.85,35.0,0.12,7.2,24.4,0.0,0,Safe
25.29,125.27,70.45,51.59,1.69,32.52,14.73,44.8,1,Watch
51.64,255.98,92.97,41.63,2.68,59.48,13.42,73.9,2,Warning
5.54,4.18,27.5,19.96,0.39,7.1,29.6,3.7,0,Safe
1.93,11.7,29.77,34.51,0.19,7.72,25.35,0.0,0,Safe
42.8,94.87,77.39,47.6,0.55,20.69,18.55,37.2,1,Watch
1.32,7.67,39.71,33.07,0.51,8.47,30.29,1.5,0,Safe
1.54,16.93,36.66,36.72,0.38,1.92,23.48,4.5,0,Safe
60.59,55.66,65.78,36.26,0.97,31.34,21.74,31.1,1,Watch
66.34,322.07,92.0,57.51,3.32,77.63,12.84,100.0,3,Critical
2.26,2.7,43.94,34.14,0.12,9.52,21.1,0.0,0,Safe
35.21,40.68,67.93,31.74,1.12,31.25,17.88,27.7,0,Safe
13.26,106.29,59.35,30.53,0.45,30.61,22.87,17.8,0,Safe
26.06,119.18,48.06,28.74,0.47,23.45,21.94,14.6,0,Safe
26.99,68.42,54.2,36.83,0.63,32.39,21.1,22.4,0,Safe
23.74,33.75,59.35,31.55,0.8,33.71,16.61,19.7,0,Safe
8.64,8.4,27.16,26.38,0.2,11.91,24.03,0.0,0,Safe
38.12,179.84,76.15,22.85,1.51,39.06,17.35,36.6,1,Watch
22.35,95.0,53.23,38.38,0.55,15.03,19.68,11.7,0,Safe
58.39,355.94,93.65,39.88,1.88,84.87,11.62,80.4,3,Critical
99.49,345.4,90.53,43.71,3.47,83.27,13.72,100.0,3,Critical
0.91,4.27,28.46,34.21,0.6,8.84,20.21,3.9,0,Safe
32.89,63.14,63.76,20.2,1.0,34.38,18.91,18.7,0,Safe
2.88,20.28,42.33,28.9,0.44,10.18,18.26,0.6,0,Safe
78.25,350.55,93.07,58.0,3.08,78.69,11.02,100.0,3,Critical
0.35,16.71,39.17,35.48,0.55,13.3,24.58,0.0,0,Safe
18.43,68.24,62.53,33.02,0.54,28.98,18.94,20.5,0,Safe
64.88,191.43,70.03,39.91,1.85,54.11,14.33,68.4,2,Warning
36.12,101.66,70.82,33.32,0.8,20.66,18.23,27.0,0,Safe
34.55,191.11,82.46,44.11,1.41,48.11,17.42,60.6,2,Warning
81.64,300.0,92.16,55.79,3.39,53.98,11.97,100.0,3,Critical
4.64,19.65,20.63,25.89,0.31,6.31,17.9,3.7,0,Safe
75.91,184.98,89.73,35.46,1.72,37.18,17.55,57.1,1,Watch
63.51,215.49,83.3,36.57,1.52,33.82,14.38,53.5,1,Watch
9.09,43.78,54.53,28.37,0.9,36.93,19.67,16.7,0,Safe
128.97,289.27,95.89,47.26,2.88,68.75,13.66,100.0,3,Critical
31.14,93.73,51.27,31.8,0.96,20.44,19.65,25.4,0,Safe
63.35,117.71,77.6,35.72,1.42,42.65,12.95,44.1,1,Watch
51.46,140.79,85.2,40.21,1.21,35.78,18.51,42.8,1,Watch
107.39,234.29,94.96,49.49,2.39,63.6,14.97,100.0,3,Critical
100.7,284.4,90.6,56.83,4.12,80.8,15.7,100.0,3,Critical
0.36,1.05,37.3,25.12,0.11,12.28,20.63,0.0,0,Safe
0.75,20.85,34.66,24.97,0.11,10.22,24.93,0.1,0,Safe
0.55,18.97,34.44,28.53,0.58,11.76,22.36,1.0,0,Safe
51.52,65.16,55.54,29.94,0.68,37.16,15.89,26.9,0,Safe
1.22,14.55,35.01,16.38,0.57,9.92,22.81,0.0,0,Safe
29.11,182.64,75.75,37.01,1.68,41.2,19.94,43.2,1,Watch
66.06,293.49,87.09,52.57,2.12,85.54,12.7,100.0,3,Critical
1.75,12.18,32.41,17.43,0.46,5.65,15.75,0.0,0,Safe
0.31,21.77,38.31,26.76,0.56,12.62,18.19,8.1,0,Safe
77.95,166.68,79.31,31.49,1.55,53.78,18.79,60.7,2,Warning
97.14,318.75,87.71,56.85,4.26,67.83,13.02,100.0,3,Critical
13.08,74.47,72.85,22.67,0.51,17.42,22.17,6.0,0,Safe
17.08,114.85,65.77,29.32,0.36,36.95,20.99,24.7,0,Safe
78.64,199.4,76.25,34.41,1.55,41.66,11.39,56.1,1,Watch
15.62,118.2,59.01,38.8,1.0,35.58,19.26,27.6,0,Safe
1.73,9.5,40.19,30.08,0.22,18.53,23.96,6.7,0,Safe
44.66,145.55,79.29,28.89,1.34,49.67,16.05,42.3,1,Watch
0.03,13.05,34.59,14.63,0.16,11.41,23.63,2.8,0,Safe
1.05,15.56,30.64,22.26,0.36,9.7,22.46,0.6,0,Safe
42.37,85.11,67.27,47.88,0.36,17.5,14.22,28.9,0,Safe
79.84,192.05,80.19,38.55,0.89,58.3,13.37,71.3,2,Warning
25.77,109.82,50.89,43.36,0.7,27.8,20.46,29.5,0,Safe
51.77,236.99,87.6,49.49,4.03,84.08,13.48,100.0,3,Critical
19.43,208.49,74.3,35.05,1.98,43.15,11.07,45.8,1,Watch
24.53,56.48,63.99,30.84,1.03,32.99,17.65,19.2,0,Safe
2.31,11.13,46.04,25.81,0.47,7.55,28.78,0.0,0,Safe
25.76,142.68,79.72,36.67,1.88,43.21,12.1,48.6,1,Watch
13.51,78.89,56.85,40.26,0.47,21.51,20.21,14.6,0,Safe
1.11,13.79,41.47,37.51,0.45,7.56,24.66,2.8,0,Safe
22.51,118.78,49.61,28.55,0.49,40.25,18.22,25.5,0,Safe
4.45,14.77,23.35,17.2,0.27,10.99,19.53,4.7,0,Safe
66.31,147.55,77.11,32.31,1.69,42.16,18.01,45.2,1,Watch
106.11,302.49,90.92,55.4,4.44,56.11,13.42,100.0,3,Critical
110.8,204.94,91.66,55.2,2.83,73.58,15.32,100.0,3,Critical
83.56,165.44,79.61,37.72,0.99,61.49,16.02,64.3,2,Warning
18.98,63.37,64.77,28.82,1.14,34.22,20.27,20.5,0,Safe
31.71,31.56,59.51,24.63,0.56,21.17,20.3,14.2,0,Safe
0.18,0.66,54.57,12.18,0.27,10.4,32.14,0.0,0,Safe
58.57,41.99,55.64,36.29,0.9,17.46,16.96,22.4,0,Safe
4.47,17.0,30.4,30.77,0.48,10.99,21.6,1.2,0,Safe
46.71,144.48,68.49,36.43,1.88,62.82,21.41,60.5,2,Warning
11.05,31.69,63.62,34.16,0.97,37.08,16.59,23.6,0,Safe
12.94,64.2,68.71,29.59,1.02,31.47,19.69,15.6,0,Safe
88.78,191.03,89.17,36.15,3.82,61.73,14.51,81.3,3,Critical
0.41,17.38,29.02,27.26,0.3,8.23,26.71,0.0,0,Safe
41.77,219.54,78.44,35.31,1.06,41.52,17.62,52.7,1,Watch
20.53,84.64,76.39,27.93,0.81,15.55,17.06,15.1,0,Safe
29.4,59.19,75.65,35.64,0.52,29.78,24.76,19.0,0,Safe
1.16,18.75,31.55,35.13,0.46,7.69,24.92,7.9,0,Safe
6.13,0.39,43.39,29.54,0.39,11.2,22.8,5.2,0,Safe
0.91,3.31,29.52,23.88,0.26,6.47,25.53,1.9,0,Safe
4.74,13.03,45.74,31.35,0.12,7.1,24.27,4.9,0,Safe
3.12,12.44,42.19,39.97,0.55,13.34,25.75,3.5,0,Safe
126.14,348.54,88.97,55.9,1.99,65.99,12.31,100.0,3,Critical
26.55,51.26,69.3,37.54,0.88,28.59,20.97,21.9,0,Safe
14.67,145.72,74.41,37.11,1.9,44.76,17.92,44.6,1,Watch
5.36,4.48,41.66,32.88,0.13,8.11,26.23,5.0,0,Safe
8.4,57.17,57.07,32.01,0.71,30.24,22.33,14.6,0,Safe
58.49,158.97,79.05,31.91,0.97,27.36,16.32,37.2,1,Watch
50.18,55.22,56.54,40.64,0.53,21.35,18.3,21.2,0,Safe
0.8,11.88,30.23,30.91,0.39,4.37,22.55,2.2,0,Safe
1.06,21.36,35.96,32.64,0.48,14.6,20.46,6.8,0,Safe
23.46,117.1,88.36,34.02,0.98,58.25,17.65,48.9,1,Watch
81.59,296.49,94.52,41.76,2.44,66.86,16.46,98.2,3,Critical
21.66,38.18,68.31,37.1,0.81,27.53,15.17,24.7,0,Safe
0.18,23.4,36.92,28.39,0.38,17.54,22.26,0.0,0,Safe
40.9,135.44,78.81,27.05,1.6,52.69,16.77,38.2,1,Watch
26.88,37.9,62.58,33.41,0.53,33.18,17.12,21.4,0,Safe
6.21,7.45,33.24,39.87,0.37,10.82,18.39,0.7,0,Safe
0.32,7.93,36.72,20.92,0.41,10.31,23.74,2.5,0,Safe
26.2,100.15,64.45,36.1,0.49,18.38,18.54,24.2,0,Safe
0.33,19.09,53.74,27.96,0.53,8.72,19.53,3.8,0,Safe
24.62,132.58,72.61,32.12,1.03,47.5,13.86,40.9,1,Watch
87.06,261.04,97.44,55.02,2.99,74.09,14.0,100.0,3,Critical
1.76,10.23,36.0,22.3,0.25,11.46,28.62,0.0,0,Safe
39.92,172.76,89.86,34.12,1.48,38.7,15.43,43.8,1,Watch
46.24,73.93,54.08,40.16,0.44,21.15,15.01,17.4,0,Safe
1.92,9.31,38.25,32.54,0.43,13.01,29.2,0.0,0,Safe
108.38,196.4,91.35,42.29,3.97,61.12,14.37,90.5,3,Critical
128.37,309.05,92.96,39.66,3.94,71.27,11.71,94.5,3,Critical
128.95,240.47,90.12,57.43,4.68,65.42,18.01,100.0,3,Critical
12.5,57.28,61.62,32.25,0.8,24.35,18.14,15.4,0,Safe
109.36,200.6,89.13,38.12,2.61,76.11,13.72,90.4,3,Critical
1.83,31.29,65.93,35.7,0.74,28.05,20.88,12.7,0,Safe
24.6,37.56,47.85,35.2,0.41,21.65,16.9,14.6,0,Safe
67.01,195.34,67.28,46.53,1.6,45.24,14.21,68.3,2,Warning
29.26,58.7,68.83,27.13,0.71,36.95,12.23,25.6,0,Safe
5.06,20.25,32.57,22.73,0.2,8.58,15.59,4.9,0,Safe
35.66,31.78,61.97,26.15,0.74,26.88,19.0,18.1,0,Safe
18.38,100.01,74.76,35.88,0.38,23.32,17.38,23.4,0,Safe
64.97,111.52,50.53,32.59,0.97,15.92,16.64,23.3,0,Safe
43.55,79.21,56.88,18.66,0.95,32.63,20.33,16.0,0,Safe
53.1,186.8,87.8,36.43,1.39,42.4,21.19,53.0,1,Watch
1.21,66.79,56.33,26.76,0.3,32.39,17.01,10.4,0,Safe
1.33,22.25,45.23,20.39,0.2,5.21,16.08,0.0,0,Safe
1.82,4.73,39.87,20.74,0.11,15.59,21.78,0.0,0,Safe
34.71,54.22,57.39,35.89,1.04,35.66,16.1,27.4,0,Safe
24.12,85.64,56.51,37.78,1.08,33.68,21.08,31.6,1,Watch
1.6,17.37,32.64,32.0,0.51,8.02,27.71,3.4,0,Safe
1.04,5.38,30.33,29.92,0.27,12.51,20.58,0.0,0,Safe
51.22,216.36,72.06,45.76,1.23,40.55,17.07,57.8,1,Watch
26.07,109.82,48.61,37.75,1.02,19.73,17.09,24.1,0,Safe
50.61,73.17,46.53,28.01,0.47,30.75,19.28,23.7,0,Safe
2.51,17.6,38.46,29.27,0.27,12.03,18.51,0.9,0,Safe
72.35,125.91,96.45,44.2,1.69,38.92,20.46,61.1,2,Warning
19.35,94.64,70.57,30.18,0.3,25.24,18.98,23.4,0,Safe
4.92,11.27,31.2,23.95,0.22,10.96,21.56,3.6,0,Safe
5.23,5.81,39.17,31.53,0.37,14.66,26.81,0.5,0,Safe
2.25,23.2,27.16,21.35,0.45,8.86,29.07,7.2,0,Safe
21.99,97.08,47.58,34.76,0.85,23.78,22.14,22.3,0,Safe
20.36,74.43,55.69,33.03,0.61,16.29,19.46,12.7,0,Safe
12.9,102.83,59.58,24.11,0.87,23.88,15.97,11.5,0,Safe
2.05,21.16,21.07,32.89,0.14,21.41,27.38,7.9,0,Safe
5.67,13.61,26.92,25.7,0.51,10.38,21.22,6.8,0,Safe
68.07,242.85,88.97,38.64,2.15,89.0,13.97,88.1,3,Critical
72.55,172.12,80.46,35.61,1.73,42.64,17.36,57.1,1,Watch
1.23,13.46,37.45,37.71,0.24,13.64,26.15,4.6,0,Safe
30.01,53.95,71.46,30.63,1.01,29.26,17.02,24.0,0,Safe
3.33,10.11,28.84,32.67,0.34,0.6,21.13,0.0,0,Safe
8.72,24.68,48.16,32.39,0.43,8.98,31.28,6.7,0,Safe
9.54,62.43,56.82,29.0,0.74,31.85,16.64,19.3,0,Safe
19.92,104.57,65.54,52.28,0.88,18.52,19.42,30.9,1,Watch
0.84,3.61,40.04,21.98,0.3,9.31,18.61,0.3,0,Safe
12.23,1.41,38.93,14.11,0.43,10.38,22.73,0.0,0,Safe
54.85,344.66,94.18,56.19,3.59,67.81,16.29,100.0,3,Critical
32.46,94.63,53.15,20.86,0.79,24.43,20.8,16.3,0,Safe
25.99,80.03,58.32,21.43,0.93,30.17,16.7,17.4,0,Safe
28.41,35.17,55.75,33.53,0.94,20.26,19.02,13.0,0,Safe
47.1,111.76,65.66,26.39,0.57,25.9,18.55,18.2,0,Safe
27.64,162.64,82.42,39.18,1.59,65.49,14.45,67.2,2,Warning
1.95,12.54,35.85,29.95,0.6,6.43,26.37,0.0,0,Safe
1.97,0.44,30.61,28.52,0.42,9.81,20.5,0.0,0,Safe
51.53,61.31,58.39,45.73,0.87,29.3,17.89,40.3,1,Watch
1.65,3.28,32.45,27.61,0.38,12.73,23.48,4.3,0,Safe
13.94,98.98,69.0,37.82,0.47,19.81,26.48,24.3,0,Safe
4.24,13.86,44.08,22.2,0.49,12.86,19.97,4.4,0,Safe
9.22,34.52,58.75,25.06,0.69,24.44,18.93,13.2,0,Safe
0.52,1.82,41.02,27.63,0.25,14.65,16.75,1.1,0,Safe
114.22,236.95,97.1,44.12,2.35,52.05,11.89,89.1,3,Critical
27.14,75.95,61.74,36.78,0.4,26.26,18.08,25.5,0,Safe
86.53,300.31,91.64,40.94,3.17,91.71,15.91,95.1,3,Critical
6.48,56.76,63.68,38.12,1.15,23.26,18.49,13.1,0,Safe
7.17,35.55,52.58,28.67,0.48,41.46,13.94,18.5,0,Safe
32.19,111.02,56.66,45.33,0.6,38.25,16.68,37.2,1,Watch
22.86,152.79,69.29,27.83,1.46,48.94,9.12,35.8,1,Watch
14.01,112.63,71.11,44.17,0.84,35.68,23.51,37.2,1,Watch
38.21,213.5,83.47,43.91,0.85,50.02,11.17,63.4,2,Warning
45.86,204.93,78.39,29.24,1.58,47.21,18.51,48.0,1,Watch
53.51,127.89,87.08,34.41,0.94,47.45,14.06,46.9,1,Watch
2.5,12.19,21.11,32.86,0.43,11.61,26.58,4.9,0,Safe
0.44,2.62,36.84,37.26,0.53,13.14,22.49,3.8,0,Safe
42.02,116.02,79.21,43.44,1.14,42.64,12.51,49.8,1,Watch
1.79,4.65,39.62,29.75,0.52,11.94,27.47,2.5,0,Safe
0.02,6.81,29.27,32.32,0.22,5.73,22.82,2.8,0,Safe
1.41,2.69,34.92,27.11,0.53,6.83,21.27,0.0,0,Safe
0.39,13.64,34.4,25.03,0.43,6.64,21.9,0.7,0,Safe
51.4,148.13,83.97,33.12,1.01,33.72,15.45,36.9,1,Watch
1.34,4.84,47.6,22.86,0.21,17.25,22.06,0.0,0,Safe
15.33,60.0,72.92,38.94,0.86,38.74,18.71,28.4,0,Safe
83.4,132.91,81.25,44.6,1.02,49.33,15.82,65.3,2,Warning
73.98,161.58,75.94,37.05,1.37,39.41,17.56,52.7,1,Watch
26.43,57.39,54.0,28.48,1.12,30.76,20.56,18.3,0,Safe
44.02,135.61,90.56,31.82,1.17,46.53,17.15,49.6,1,Watch
20.91,81.71,62.27,21.02,1.16,19.18,21.67,10.9,0,Safe
85.2,362.92,96.8,40.52,2.45,55.45,15.37,81.5,3,Critical
32.67,217.73,80.51,32.04,1.06,35.36,17.88,40.0,1,Watch
42.3,84.45,65.43,34.52,0.71,33.8,19.53,32.3,1,Watch
4.85,13.92,30.68,40.02,0.19,7.7,27.06,5.2,0,Safe
15.32,15.88,32.72,37.04,0.19,8.17,24.54,7.3,0,Safe
0.74,5.99,37.47,21.47,0.36,2.08,21.82,0.0,0,Safe
5.1,5.13,47.33,21.67,0.34,9.68,20.6,1.6,0,Safe
21.29,116.95,55.03,28.89,1.11,31.89,19.36,23.4,0,Safe
0.31,21.97,38.22,18.65,0.4,14.42,23.85,0.0,0,Safe
2.82,22.74,14.81,29.96,0.51,6.16,23.23,0.8,0,Safe
80.2,123.44,85.68,36.99,1.66,49.95,20.09,66.0,2,Warning
29.81,55.4,57.59,27.14,0.38,29.83,17.13,20.8,0,Safe
1.16,12.38,26.02,36.26,0.15,5.62,28.41,3.1,0,Safe
11.89,62.48,56.97,48.2,0.62,37.58,18.79,27.3,0,Safe
1.96,24.37,33.24,30.18,0.48,8.59,22.24,6.3,0,Safe
20.36,97.75,63.67,17.85,1.0,28.72,13.5,16.1,0,Safe
1.28,2.1,26.59,41.78,0.22,9.72,24.13,0.0,0,Safe
59.04,111.6,79.62,35.63,1.42,51.45,14.23,52.5,1,Watch
50.86,316.09,89.96,51.18,4.67,88.08,14.87,100.0,3,Critical
2.82,23.76,39.88,29.27,0.19,9.59,24.59,3.9,0,Safe
11.42,45.57,75.64,38.89,0.3,25.55,18.96,21.4,0,Safe
3.76,11.95,27.53,20.66,0.39,11.19,25.73,1.3,0,Safe
23.02,39.19,56.36,25.08,0.92,34.93,20.46,14.0,0,Safe
3.04,16.09,45.79,27.95,0.36,0.6,18.35,4.8,0,Safe
115.64,256.68,98.27,39.38,3.91,56.44,7.9,87.3,3,Critical
99.64,337.59,87.74,57.92,4.8,78.6,7.29,100.0,3,Critical
19.43,93.33,44.7,30.82,1.07,26.12,24.15,22.3,0,Safe
38.5,55.91,71.28,23.49,0.59,28.48,18.26,17.2,0,Safe
22.87,110.18,66.93,27.36,0.33,24.78,15.14,17.6,0,Safe
52.98,152.51,67.3,34.62,1.33,45.93,18.23,47.0,1,Watch
39.21,201.03,65.64,45.85,1.74,37.1,23.03,55.6,1,Watch
1.84,12.03,25.7,43.46,0.3,8.82,25.6,2.3,0,Safe
4.57,40.97,66.44,27.6,0.42,24.64,15.13,7.7,0,Safe
81.7,371.26,98.0,48.91,4.27,69.63,13.6,100.0,3,Critical
113.92,260.97,91.76,53.84,2.93,53.57,18.92,100.0,3,Critical
80.79,155.34,83.35,32.85,1.42,48.43,16.33,51.3,1,Watch
0.11,23.6,38.41,38.21,0.15,16.67,20.33,3.4,0,Safe
0.74,13.71,33.85,45.58,0.59,7.65,23.05,4.0,0,Safe
29.46,58.48,65.72,34.51,0.44,31.04,12.21,22.5,0,Safe
40.56,185.99,90.52,38.04,1.09,45.46,20.34,56.1,1,Watch
3.04,6.0,24.47,19.31,0.39,10.71,27.49,5.0,0,Safe
93.73,307.61,86.6,36.28,1.86,52.77,10.76,71.8,2,Warning
15.65,108.91,74.53,29.28,0.34,31.04,23.05,21.1,0,Safe
3.36,12.69,26.08,22.87,0.4,8.99,28.54,0.0,0,Safe
3.81,12.52,31.3,25.61,0.32,6.98,22.82,2.7,0,Safe
44.47,64.1,71.26,22.87,0.73,25.1,16.59,22.8,0,Safe
21.02,75.36,54.73,45.96,0.62,17.47,15.18,20.2,0,Safe
2.79,3.36,32.31,36.48,0.54,17.54,22.59,4.9,0,Safe
17.36,81.51,62.01,39.96,1.06,18.26,16.79,15.9,0,Safe
7.44,6.73,35.9,13.45,0.56,13.35,21.26,0.0,0,Safe
121.98,294.73,89.96,50.97,4.28,54.01,10.71,100.0,3,Critical
3.62,20.95,46.77,44.38,0.52,5.34,20.77,3.3,0,Safe
78.29,307.98,97.66,42.46,3.0,82.33,8.6,100.0,3,Critical
15.38,111.01,53.98,33.43,0.71,26.33,14.75,15.8,0,Safe
101.79,282.58,88.24,48.02,2.38,76.71,13.5,100.0,3,Critical
1.3,7.74,28.57,20.41,0.22,12.97,24.23,3.7,0,Safe
2.15,24.86,28.4,23.12,0.57,8.6,24.24,5.0,0,Safe
86.65,224.23,96.61,40.21,4.46,74.35,15.11,100.0,3,Critical
1.69,6.19,36.44,11.78,0.32,7.12,17.0,5.7,0,Safe
11.06,12.74,38.37,23.39,0.31,18.23,18.76,8.9,0,Safe
41.47,95.15,74.32,19.47,0.49,34.73,14.49,20.9,0,Safe
43.84,144.45,75.17,36.63,1.89,48.89,14.87,46.5,1,Watch
2.27,17.87,41.85,29.73,0.35,2.83,24.73,4.8,0,Safe
1.32,24.41,40.92,27.42,0.19,1.67,26.17,0.0,0,Safe
6.6,24.15,50.91,36.43,0.51,11.06,29.44,6.2,0,Safe
76.87,209.11,89.21,52.03,2.12,71.31,13.8,100.0,3,Critical
0.69,11.79,28.9,40.34,0.21,4.86,25.54,1.7,0,Safe
28.84,102.78,61.11,27.55,1.08,42.21,16.27,25.0,0,Safe
35.78,138.37,67.59,47.57,1.42,68.92,12.59,72.6,2,Warning
125.38,216.74,97.96,52.0,2.47,53.75,11.29,100.0,3,Critical
7.21,6.99,32.86,22.33,0.2,8.34,31.65,0.0,0,Safe
11.08,6.56,34.7,25.48,0.43,16.56,22.54,3.2,0,Safe
0.21,3.82,20.4,21.8,0.19,11.79,20.1,6.1,0,Safe
12.21,91.36,62.32,24.17,0.65,27.95,17.96,15.4,0,Safe
8.02,63.61,56.17,24.83,0.61,23.71,18.8,4.7,0,Safe
23.82,107.11,55.37,27.59,1.02,28.42,15.73,25.8,0,Safe
3.95,7.29,30.22,27.98,0.12,11.67,21.9,1.6,0,Safe
